"PolicyNo","Policy_Company","Policy_Installment_Term","Policy_Billing_Code","Policy_Method_Of_Payment","Policy_Reinstatement_Fee_Indicator","Policy_Zip_Code_Garaging_Location","Vehicle_Territory","Vehicle_Make_Year","Vehicle_Make_Description","Vehicle_Performance","Vehicle_New_Cost_Amount","Vehicle_Symbol","Vehicle_Number_Of_Drivers_Assigned","Vehicle_Usage","Vehicle_Miles_To_Work","Vehicle_Days_Per_Week_Driven","Vehicle_Annual_Miles","Vehicle_Anti_Theft_Device","Vehicle_Passive_Restraint","Vehicle_Age_In_Years","Vehicle_Med_Pay_Limit","Vehicle_Bodily_Injury_Limit","Vehicle_Physical_Damage_Limit","Vehicle_Comprehensive_Coverage_Indicator","Vehicle_Comprehensive_Coverage_Limit","Vehicle_Collision_Coverage_Indicator","Vehicle_Collision_Coverage_Deductible","Driver_Total","Driver_Total_Male","Driver_Total_Female","Driver_Total_Single","Driver_Total_Married","Driver_Total_Related_To_Insured_Self","Driver_Total_Related_To_Insured_Spouse","Driver_Total_Related_To_Insured_Child","Driver_Total_Licensed_In_State","Driver_Minimum_Age","Driver_Maximum_Age","Driver_Total_Teenager_Age_15_19","Driver_Total_College_Ages_20_23","Driver_Total_Young_Adult_Ages_24_29","Driver_Total_Low_Middle_Adult_Ages_30_39","Driver_Total_Middle_Adult_Ages_40_49","Driver_Total_Adult_Ages_50_64","Driver_Total_Senior_Ages_65_69","Driver_Total_Upper_Senior_Ages_70_plus","Vehicle_Youthful_Driver_Indicator","Vehicle_Youthful_Driver_Training_Code","Vehicle_Youthful_Good_Student_Code","Vehicle_Driver_Points","Vehicle_Safe_Driver_Discount_Indicator","EEA_Liability_Coverage_Only_Indicator","EEA_Multi_Auto_Policies_Indicator","EEA_Policy_Zip_Code_3","EEA_Policy_Tenure","EEA_Agency_Type","EEA_Packaged_Policy_Indicator","EEA_Full_Coverage_Indicator","EEA_Prior_Bodily_Injury_Limit","EEA_PolicyYear","SYS_Renewed","SYS_New_Business","Annual_Premium","Claim_Count","Loss_Amount","Frequency","Severity","Loss_Ratio"
"298439114","Standard ","6","Direct Billed to Insured","Pre-paid","N","43848","31","1995","GMC  SIERRA1500  ","Standard","-1","12","99","Work    ","10","5","Unknown","Alarm Only","Y","9","5000","100-300","50000","N","-1","Y","500","1","1","0","0","1","1","0","0","1","48","48","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","438","7.0","Preferred","Y","Y","100-200","2006","Y","N","385.84","0","0.0","0.0","0.0","0.0"
"298449813","Standard ","6","Direct Billed to Insured","Installment","N","43751","20","1993","FORD RANGER      ","Standard","-1","10","99","Pleasure","-1","5","Unknown","Not Applicable","N","9","5000","50-100 ","35000","N","-1","Y","250","1","1","0","0","1","1","0","0","1","44","44","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","437","6.5","Hybrid","Y","Y","40-100 ","2006","Y","N","384.78","0","0.0","0.0","0.0","0.0"
"298555314","Standard ","6","Direct Billed to Insured","Installment","N","43162","30","1997","HOND CIVIC EX    ","Standard","-1","13","1","Pleasure","-1","5","Unknown","Not Applicable","Y","9","1000","50-100 ","50000","N","-1","N","-1","1","0","1","1","0","0","0","1","1","22","22","0","1","0","0","0","0","0","0","Y","With or Without Driver Training","Not Eligible for Good Student Credit","0","Y","N","Y","431","7.0","Non-standard","N","N","40-100 ","2006","Y","N","431.42","0","0.0","0.0","0.0","0.0"
"298586913","Standard ","6","Direct Billed to Insured","Installment","N","43046","35","2007","CHRY PT CRUISER  ","Standard","-1","12","1","Work    ","10","5","Unknown","Active Disabling","Y","1","1000","25-50  ","25000","N","-1","Y","500","1","0","1","0","1","1","0","0","1","57","57","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","430","6.5","Standard","Y","Y","20-50","2006","Y","N","139.92","0","0.0","0.0","0.0","0.0"
"298606513","Standard ","6","Direct Billed to Insured","Pre-paid","N","43408","31","1999","FORD EXPEDITION  ","Standard","-1","12","1","Farm    ","-1","5","Unknown","Alarm Only","Y","8","50000","25-50  ","25000","N","-1","Y","250","1","0","1","0","0","1","0","0","1","67","67","0","0","0","0","0","0","1","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","434","6.5","Hybrid","Y","Y","20-50","2006","Y","N","379.48","0","0.0","0.0","0.0","0.0"
"298699316","Standard ","6","Direct Billed to Insured","Installment","N","43893","31","2004","TYTA RAV4 BASE-  ","Standard","-1","14","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","3","1000","25-50  ","25000","N","-1","Y","500","1","0","1","0","1","0","1","0","1","41","41","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","438","6.5","Non-standard","Y","Y","20-50","2006","Y","N","401.74","0","0.0","0.0","0.0","0.0"
"298724214","Standard ","6","Direct Billed to Insured","Installment","Y","42480","32","2002","FORD F150 SCAB   ","Standard","-1","13","99","Work    ","13","5","Unknown","Alarm Only","Y","5","-1","50-100 ","50000","N","-1","Y","500","2","1","1","0","2","1","1","0","2","36","42","0","0","0","1","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","424","6.3","Preferred","N","Y","40-100 ","2006","Y","N","525.76","0","0.0","0.0","0.0","0.0"
"298746715","Standard ","6","Direct Billed to Insured","Installment","Y","42995","30","2001","CHEV PRIZM-LSI   ","Standard","-1","16","1","Work    ","12","5","Unknown","Not Applicable","Y","6","1000","50-100 ","50000","N","-1","Y","500","1","0","1","1","0","1","0","0","1","24","24","0","0","1","0","0","0","0","0","Y","With or Without Driver Training","Not Eligible for Good Student Credit","0","Y","N","Y","429","6.8","Standard","N","Y","40-100 ","2006","Y","N","641.3","0","0.0","0.0","0.0","0.0"
"298760314","Standard ","6","Direct Billed to Insured","Pre-paid","N","43993","31","2002","JEEP GRCHER SPT  ","Standard","-1","10","99","Work    ","12","5","Unknown","Passive Disabling-Vehicle Recovery","Y","6","1000","25-50  ","25000","N","-1","Y","500","2","1","1","0","2","1","1","0","2","29","32","0","0","1","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","439","7.0","Non-standard","Y","Y","20-50","2006","Y","N","351.92","0","0.0","0.0","0.0","0.0"
"298832713","Standard ","6","Direct Billed to Insured","Installment","N","43046","35","1992","CHEV PICKUP1500  ","Standard","-1","5","1","Work    ","8","5","Unknown","Not Applicable","Y","9","5000","250-500","100000","N","-1","Y","1000","1","1","0","0","1","1","0","0","1","57","57","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","430","6.5","Standard","Y","Y","100-400","2006","Y","N","273.48","0","0.0","0.0","0.0","0.0"
"298834714","Preferred","6","Direct Billed to Insured","Installment","N","43000","35","2002","FORD FOCUSE-ZTW  ","Standard","-1","14","1","Farm    ","-1","5","Unknown","Not Applicable","Y","6","-1","250-500","100000","N","-1","Y","500","1","0","1","0","1","0","1","0","1","85","85","0","0","0","0","0","0","0","1","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","N","430","7.0","Hybrid","N","Y","100-400","2006","Y","N","491.84","2","6910.64","4.0","3455.32","14.05"
"298964213","Standard ","6","Direct Billed to Insured","Pre-paid","N","42922","35","1998","FORD CROWN VIC   ","Standard","-1","7","1","Work    ","4","5","Unknown","Not Applicable","Y","9","1000","50-100 ","50000","N","-1","Y","500","1","0","1","0","1","0","1","0","1","48","48","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","1","N","N","Y","429","6.5","Hybrid","Y","Y","40-100 ","2006","Y","N","373.12","0","0.0","0.0","0.0","0.0"
"298993315","Preferred","6","Direct Billed to Insured","Installment","Y","44247","16","2000","CHEV CAVALIER    ","Standard","-1","16","1","Pleasure","-1","5","Unknown","Not Applicable","N","7","-1","25-50  ","25000","N","-1","Y","500","1","1","0","1","0","1","0","0","1","74","74","0","0","0","0","0","0","0","1","N","Not Applicable                 ","Not Eligible for Good Student Credit","1","N","N","N","442","6.8","Hybrid","N","Y","20-50","2006","N","N","234.59","0","0.0","0.0","0.0","0.0"
"299032113","Standard ","6","Direct Billed to Insured","Pre-paid","N","42364","37","1995","ISZU RODEO S-LS  ","Standard","-1","15","1","Pleasure","-1","5","Unknown","Not Applicable","N","9","5000","","-1","Y","75000","Y","500","1","0","1","1","0","0","0","1","1","21","21","0","1","0","0","0","0","0","0","Y","With or Without Driver Training","Eligible for Good Student Credit    ","1","N","N","Y","423","6.5","Hybrid","Y","Y","","2006","Y","N","650.84","1","6349.8","2.0","6349.8","9.76"
"299070613","Standard ","6","Direct Billed to Insured","Installment","N","43084","27","1992","DODG DAKOTA      ","Standard","-1","3","1","Farm    ","-1","5","Unknown","Not Applicable","N","9","1000","50-100 ","35000","N","-1","N","-1","2","1","1","0","2","1","1","0","2","47","54","0","0","0","0","1","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","N","430","16.5","Hybrid","N","N","40-100 ","2006","Y","N","116.6","0","0.0","0.0","0.0","0.0"
"299082913","Standard ","6","Direct Billed to Insured","Installment","N","43878","31","1997","MERC MNTAINEER   ","Standard","-1","8","1","Work    ","3","5","Unknown","Not Applicable","N","9","1000","25-50  ","25000","N","-1","Y","250","1","0","1","0","1","1","0","0","1","40","40","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","438","6.5","Standard","Y","Y","20-50","2006","Y","N","350.86","0","0.0","0.0","0.0","0.0"
"299103314","Standard ","6","Direct Billed to Insured","Installment","N","43950","31","2002","CHEV SILVER1500  ","Standard","-1","13","1","Work    ","10","5","Unknown","Passive Disabling-Vehicle Recovery","Y","6","-1","100-300","50000","N","-1","Y","500","1","0","1","0","1","1","0","0","1","30","30","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","439","7.0","Hybrid","Y","Y","100-200","2006","Y","N","390.08","0","0.0","0.0","0.0","0.0"
"299105019","Standard ","6","Direct Billed to Insured","Installment","Y","44119","31","2000","GMC  SIERRA1500  ","Standard","-1","14","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","7","1000","25-50  ","25000","N","-1","Y","250","1","1","0","0","1","1","0","0","1","52","52","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","441","6.2","Preferred","Y","Y","20-50","2006","N","N","11.6","1","13013.82","72.46376811594203","13013.82","1121.88"
"299111714","Standard ","6","Direct Billed to Insured","Installment","N","44254","16","2006","NSSN PATHFINDER  ","Standard","-1","12","1","Pleasure","-1","5","Unknown","Alarm Only","Y","2","1000","50-100 ","25000","N","-1","Y","500","1","0","1","0","1","0","1","0","1","46","46","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","442","7.0","Hybrid","N","Y","40-100 ","2006","Y","N","373.12","1","11635.36","2.0","11635.36","31.18"
"299186115","Standard ","6","Direct Billed to Insured","Installment","Y","43352","31","2004","BUIK LESABRE CU  ","Standard","-1","7","1","Pleasure","-1","5","Unknown","Not Applicable","Y","4","1000","25-50  ","25000","N","-1","Y","250","1","0","1","0","1","0","1","0","1","65","65","0","0","0","0","0","0","1","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","2","N","N","Y","433","9.8","Hybrid","Y","Y","20-50","2006","Y","N","449.44","0","0.0","0.0","0.0","0.0"
"299203914","Standard ","6","Direct Billed to Insured","Pre-paid","N","42873","35","2006","HOND CIVIC       ","Standard","-1","16","2","Work    ","11","5","Unknown","Alarm Only","Y","2","1000","250-500","250000","N","-1","Y","500","1","0","1","0","1","1","0","0","1","51","51","0","0","0","0","0","1","0","0","Y","Without Driver Training        ","Not Eligible for Good Student Credit","0","N","N","Y","428","7.0","Standard","Y","Y","100-400","2006","Y","N","1423.58","1","782.91","2.0","782.91","0.55"
"299246516","Standard ","6","Direct Billed to Insured","Installment","Y","43046","35","1999","FORD RANGER      ","Standard","-1","11","1","Work    ","5","5","Unknown","Not Applicable","Y","9","1000","25-50  ","25000","N","-1","Y","500","1","1","0","0","1","1","0","0","1","62","62","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","430","7.0","Standard","N","Y","20-50","2006","Y","N","347.68","0","0.0","0.0","0.0","0.0"
"299435213","Standard ","6","Direct Billed to Insured","Pre-paid","N","42533","35","1997","MERC MNTNR AWD   ","Standard","-1","10","1","Pleasure","-1","5","Unknown","Not Applicable","Y","9","-1","100-300","50000","N","-1","Y","500","1","0","1","0","1","1","0","0","1","54","54","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","425","6.5","Preferred","Y","Y","100-200","2006","Y","N","296.8","0","0.0","0.0","0.0","0.0"
"299616213","Standard ","6","Direct Billed to Insured","Pre-paid","N","43355","31","1998","CHEV BLAZER      ","Standard","-1","10","1","Pleasure","0","5","Unknown","Passive Disabling-Vehicle Recovery","Y","9","1000","100-300","50000","N","-1","Y","500","1","1","0","0","0","1","0","0","1","52","52","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","433","6.5","Non-standard","Y","Y","100-200","2006","Y","N","295.74","0","0.0","0.0","0.0","0.0"
"299697514","Standard ","6","Direct Billed to Insured","Installment","N","42851","35","2003","TYTA COROLLA     ","Standard","-1","12","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","4","1000","250-500","100000","N","-1","Y","500","1","0","1","1","0","0","0","1","1","22","22","0","1","0","0","0","0","0","0","Y","With or Without Driver Training","Not Eligible for Good Student Credit","0","Y","N","Y","428","6.2","Preferred","N","Y","100-400","2006","Y","N","617.98","0","0.0","0.0","0.0","0.0"
"299800115","Standard ","6","Direct Billed to Insured","Installment","Y","42988","30","1989","FORD TAURUS GL   ","Standard","-1","8","1","Work    ","4","5","Unknown","Not Applicable","N","9","-1","25-50  ","25000","N","-1","N","-1","1","1","0","1","0","1","0","0","1","27","27","0","0","1","0","0","0","0","0","Y","With or Without Driver Training","Not Eligible for Good Student Credit","0","Y","Y","Y","429","6.9","Standard","N","N","20-50","2006","Y","N","160.06","0","0.0","0.0","0.0","0.0"
"299847414","Standard ","6","Direct Billed to Insured","Pre-paid","N","43857","31","1999","CHEV S10 PICKUP  ","Standard","-1","10","1","Farm    ","-1","5","Unknown","Not Applicable","Y","9","1000","50-100 ","35000","N","-1","Y","250","1","1","0","0","1","1","0","0","1","50","50","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","438","7.0","Standard","Y","Y","40-100 ","2006","Y","N","276.66","0","0.0","0.0","0.0","0.0"
"299908614","Standard ","6","Direct Billed to Insured","Pre-paid","N","42904","35","2006","CHEV COBALT LS   ","Standard","-1","14","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","2","1000","100-300","50000","N","-1","Y","1000","1","0","1","0","1","1","0","0","1","60","60","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","429","7.0","Standard","N","Y","100-200","2006","Y","N","387.96","0","0.0","0.0","0.0","0.0"
"299929614","Preferred","6","Direct Billed to Insured","Installment","N","43432","31","1997","TYTA CAMRY       ","Standard","-1","11","1","Pleasure","-1","5","Unknown","Not Applicable","N","9","-1","25-50  ","25000","N","-1","Y","250","1","0","1","1","0","0","0","1","1","33","33","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","1","N","N","Y","434","7.0","Non-standard","N","Y","20-50","2006","Y","N","535.3","1","2213.22","2.0","2213.22","4.13"
"299934815","Standard ","6","Direct Billed to Insured","Pre-paid","N","42878","35","1999","HOND CR-V LX     ","Standard","-1","8","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","8","1000","50-100 ","50000","N","-1","Y","500","1","0","1","1","0","1","0","0","1","55","55","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","N","428","6.6","Standard","N","Y","40-100 ","2006","Y","N","322.24","0","0.0","0.0","0.0","0.0"
"299937913","Standard ","6","Direct Billed to Insured","Pre-paid","N","42614","31","1994","BUIK PK AVE ULT  ","Standard","-1","11","1","Work    ","12","5","Unknown","Passive Disabling-Vehicle Recovery","Y","9","-1","100-300","50000","N","-1","Y","500","1","0","1","0","1","1","0","0","1","42","42","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","426","6.5","Preferred","Y","Y","100-200","2006","Y","N","324.36","0","0.0","0.0","0.0","0.0"
"299952213","Standard ","6","Direct Billed to Insured","Pre-paid","N","42851","35","2000","TYTA TUNDRA LTD  ","Standard","-1","17","1","Pleasure","-1","5","Unknown","Not Applicable","Y","7","1000","25-50  ","25000","N","-1","Y","500","1","1","0","0","1","1","0","0","1","63","63","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","428","6.5","Preferred","Y","Y","20-50","2006","N","N","243.48","1","762.99","3.6805299963194704","762.99","3.13"
"299961413","Standard ","6","Direct Billed to Insured","Installment","N","43860","31","2006","DODG STRATUS SX  ","Standard","-1","18","1","Work    ","12","5","Unknown","Passive Disabling-Vehicle Recovery","Y","1","-1","25-50  ","25000","N","-1","Y","500","1","0","1","0","1","1","0","0","1","32","32","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","1","N","N","Y","438","6.5","Preferred","N","Y","20-50","2006","Y","N","551.2","0","0.0","0.0","0.0","0.0"
"299964514","Standard ","6","Direct Billed to Insured","Installment","N","42453","35","2003","CHEV TRLBZEXTLT  ","Standard","25000","12","1","Work    ","10","5","Unknown","Alarm Only","Y","5","1000","50-100 ","35000","N","-1","Y","500","1","0","1","0","1","1","0","0","1","44","44","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","424","7.0","Non-standard","Y","Y","40-100 ","2006","Y","N","460.04","0","0.0","0.0","0.0","0.0"
"300056212","Standard ","6","Direct Billed to Insured","Pre-paid","N","43011","35","2002","FORD ESCAPE XLT  ","Standard","-1","8","1","Pleasure","-1","5","Unknown","Alarm Only","Y","5","1000","25-50  ","25000","N","-1","Y","500","1","0","1","0","1","1","0","0","1","52","52","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","430","6.0","Hybrid","Y","Y","20-50","2006","Y","N","310.58","0","0.0","0.0","0.0","0.0"
"300183713","Standard ","6","Direct Billed to Insured","Installment","N","43861","31","2005","GMC  SIERRA 150  ","Intermediate","-1","11","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","2","-1","50-100 ","50000","N","-1","Y","500","1","1","0","0","1","1","0","0","1","22","22","0","1","0","0","0","0","0","0","Y","With or Without Driver Training","Not Eligible for Good Student Credit","0","Y","N","N","438","6.0","Standard","N","Y","40-100 ","2006","N","N","505.62","0","0.0","0.0","0.0","0.0"
